Date,Name,Year,Letterboxd URI,Rating,tmdb_type,tmdb_id
2017-07-15,Exile,2016.0,https://boxd.it/dJpq,3.5,movie,392801
2017-07-15,Love & Friendship,2016.0,https://boxd.it/9nM0,4.0,movie,296360
2017-07-15,It's Only the End of the World,2016.0,https://boxd.it/be0K,1.5,movie,338189
2017-07-15,American Honey,2016.0,https://boxd.it/bk7C,2.0,movie,340485
2017-07-15,The Dreamed Path,2016.0,https://boxd.it/d4Ce,3.0,movie,376312
2017-07-15,The Park,2016.0,https://boxd.it/dTiO,4.0,movie,396930
2017-07-15,Staying Vertical,2016.0,https://boxd.it/dfda,4.0,movie,380622
2017-07-15,Sleeping Beauty,2016.0,https://boxd.it/eVzO,3.5,movie,422218
2017-07-15,My Journey Through French Cinema,2016.0,https://boxd.it/u2wC,3.5,movie,798143
2017-07-15,The Son of Joseph,2016.0,https://boxd.it/d6ZY,4.0,movie,377287
2017-07-15,Correspondences,2016.0,https://boxd.it/en06,4.5,movie,408264
2017-07-15,The Dunce,2016.0,https://boxd.it/dJpA,3.5,movie,392803
2017-07-15,Ikarie XB 1,1963.0,https://boxd.it/1EzG,3.0,movie,19757
2017-07-15,Dogs,2016.0,https://boxd.it/dJqe,2.5,movie,392812
2017-07-15,The Student,2016.0,https://boxd.it/dJqy,2.0,movie,392817
2017-07-15,From Today Until Tomorrow,1997.0,https://boxd.it/46JI,4.0,movie,125035
2017-07-15,In the Mouth of Madness,1994.0,https://boxd.it/26vi,3.5,movie,2654
2017-07-15,Flesh and the Devil,1926.0,https://boxd.it/15r8,4.0,movie,38687
2017-07-15,Edward and Caroline,1951.0,https://boxd.it/5Ka6,3.0,movie,189996
2017-07-15,The Fury of a Patient Man,2016.0,https://boxd.it/evDg,3.0,movie,411638
2017-07-15,Hurry Sundown,1967.0,https://boxd.it/3WJo,4.0,movie,118911
2017-07-15,Tartuffe,1926.0,https://boxd.it/rzQ,4.5,movie,55544
2017-07-15,A Corner in Wheat,1909.0,https://boxd.it/GsK,4.0,movie,49270
2017-07-15,The Death of Empedocles,1987.0,https://boxd.it/7xci,3.5,movie,255769
2017-07-15,A Quiet Passion,2016.0,https://boxd.it/cMXe,3.5,movie,368942
2017-07-15,Fortini/Cani,1976.0,https://boxd.it/6amW,4.0,movie,205667
2017-07-15,Jackals and Arabs,2011.0,https://boxd.it/4e2C,3.5,movie,129484
2017-07-15,Antoine and Antoinette,1947.0,https://boxd.it/RIY,3.5,movie,44532
2017-07-15,Duchess of Warsaw,2015.0,https://boxd.it/apSm,4.0,movie,321210
2017-07-15,Rendezvous in July,1949.0,https://boxd.it/3uOU,3.0,movie,102580
2017-07-15,Othon,1970.0,https://boxd.it/5YHS,4.5,movie,198598
2017-07-15,Class Relations,1984.0,https://boxd.it/3Up2,4.5,movie,117479
2017-07-15,Moses and Aaron,1975.0,https://boxd.it/6ed0,4.0,movie,208198
2017-07-15,Introduction to Arnold Schoenberg’s Accompaniment to a Cinematic Scene,1973.0,https://boxd.it/5946,3.5,movie,165728
2017-07-15,Young and Innocent,1937.0,https://boxd.it/26lM,3.5,movie,2762
2017-07-15,Sound Test for Blackmail,1929.0,https://boxd.it/alYK,2.5,movie,319841
2017-07-15,History Lessons,1972.0,https://boxd.it/6amM,4.0,movie,205668
2017-07-15,Every Revolution Is a Throw of the Dice,1977.0,https://boxd.it/6fri,4.0,movie,208949
2017-07-15,The Double Face of Peter Lorre,1984.0,https://boxd.it/9WoC,3.5,movie,309856
2017-07-15,De Palma,2015.0,https://boxd.it/bZDk,2.5,movie,355254
2017-07-15,Not Reconciled,1965.0,https://boxd.it/4d1o,4.0,movie,128846
2017-07-15,Machorka-Muff,1963.0,https://boxd.it/6eda,3.5,movie,208197
2017-07-15,Elle,2016.0,https://boxd.it/bdhq,4.0,movie,337674
2017-07-15,Communists,2014.0,https://boxd.it/9yZ0,4.0,movie,300832
2017-07-15,The Algerian War!,2014.0,https://boxd.it/9ERQ,3.5,movie,303150
2017-07-15,Toni Erdmann,2016.0,https://boxd.it/d0xu,2.5,movie,374475
2017-07-15,Sieranevada,2016.0,https://boxd.it/d0vy,3.5,movie,374452
2017-07-15,The Trump Card,1942.0,https://boxd.it/32o0,3.0,movie,85764
2017-07-15,In the Shadow of Women,2015.0,https://boxd.it/abCk,4.0,movie,315865
2017-07-15,Things to Come,2016.0,https://boxd.it/d0wc,2.5,movie,374465
2017-07-15,Fuses,1967.0,https://boxd.it/4KZ2,4.5,movie,150707
2017-07-15,Gate of Flesh,1964.0,https://boxd.it/35fK,3.5,movie,86666
2017-07-15,London Orbital,2002.0,https://boxd.it/6i2q,4.0,movie,210711
2017-07-15,Dos fragmentos / Eva,2012.0,https://boxd.it/bvqU,3.5,movie,344020
2017-07-15,Daughter of Deceit,1951.0,https://boxd.it/Htu,4.0,movie,48849
